Plot Code,Plot Species Counter,Plant Symbol,Scientific Name,Common Name,Family,Specimen Number,Used PLANTS,Source,Within Plot,Stratum Sort,Stratum,Diagnostic,Range Cover,Real Cover,Other Measure1,DBH,Update,User
ISRO.021,42,WOIL,Woodsia ilvensis (L.) R. Br.,rusty woodsia,Dryopteridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,43,IRVE2,Iris versicolor L.,harlequin blueflag,Iridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,44,COTR2,Coptis trifolia (L.) Salisb.,threeleaf goldthread,Ranunculaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,45,CAST8,Carex stricta Lam.,uptight sedge,Cyperaceae,?,TRUE,SY,FALSE,7,H,FALSE,,0,,,4/6/1998,cr
ISRO.021,46,CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanulaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,47,GYDR,Gymnocarpium dryopteris (L.) Newman,western oakfern,Dryopteridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,48,HEMA80,Heracleum maximum Bartr.,common cowparsnip,Apiaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.021,49,ROAC,Rosa acicularis Lindl.,prickly rose,Rosaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,3/1/1998,cr
ISRO.021,50,AMELA,Amelanchier Medik.,serviceberry,Rosaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,3/1/1998,cr
ISRO.021,51,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,TRUE,4,S1,FALSE,03,15,,,3/1/1998,cr
ISRO.021,52,PLSC70,Pleurozium schreberi (Brid.) Mitt.,Schreber's big red stem moss,Hylocomiaceae,,TRUE,SY,TRUE,8,N,FALSE,05,62.5,,,3/1/1998,cr
ISRO.021,53,MNIUM2,Mnium Hedw.,mnium calcareous moss,Mniaceae,?,TRUE,SY,TRUE,8,N,FALSE,02,2.5,,,3/1/1998,cr
ISRO.021,54,CLADI3,Cladina (Nyl.) Nyl.,reindeer lichen,Cladoniaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,3/1/1998,cr
ISRO.021,55,LOPU60,Lobaria pulmonaria (L.) Hoffm.,lung lichen,Lobariaceae,"? ""green rock tripe""",TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,4/6/1998,cr
ISRO.021,56,SPHAG2,Sphagnum L.,sphagnum,Sphagnaceae,,TRUE,SY,FALSE,8,N,FALSE,,0,,,3/1/1998,cr
ISRO.021,57,USNEA2,Usnea Dill. ex Adans.,beard lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,3/1/1998,cr
ISRO.022,1,PIBA2,Pinus banksiana Lamb.,jack pine,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,05,62.5,"18,13,12,16,10,23","20,14,20,12,17,15,10,11,18,11,16,13,22",3/1/1998,cr
ISRO.022,2,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,TRUE,2,T2,FALSE,04,37.5,,"15,17,18,10,15",3/1/1998,cr
ISRO.022,3,BEPA,Betula papyrifera Marsh.,paper birch,Betulaceae,,TRUE,SY,TRUE,2,T2,FALSE,03,15,,"20,22",3/1/1998,cr
ISRO.022,4,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,05,62.5,,,3/1/1998,cr
ISRO.022,5,VAAN,Vaccinium angustifolium Ait.,lowbush blueberry,Ericaceae,,TRUE,SY,TRUE,6,S3,TRUE,03,15,,,3/1/1998,cr
ISRO.022,6,CHUM,Chimaphila umbellata (L.) W. Bart.,pipsissewa,Pyrolaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,7,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,04,37.5,,,3/1/1998,cr
ISRO.022,8,LIBO3,Linnaea borealis L.,twinflower,Caprifoliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.022,9,FESTU,Festuca L.,fescue,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.022,10,MELI2,Melampyrum lineare Desr.,narrowleaf cowwheat,Scrophulariaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,11,CAAR3,Carex arctata Boott ex Hook.,drooping woodland sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,12,SITR3,Sibbaldiopsis tridentata (Ait.) Rydb.,shrubby fivefingers,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,13,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.022,14,SODE3,Sorbus decora (Sarg.) Schneid.,northern mountainash,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,15,SOLID,Solidago L.,goldenrod,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,16,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,4,S1,FALSE,03,15,,,3/1/1998,cr
ISRO.022,17,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,18,POVI2,Polygonum virginianum L.,jumpseed,Polygonaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,19,GYDR,Gymnocarpium dryopteris (L.) Newman,western oakfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,20,CLBO3,Clintonia borealis (Ait.) Raf.,yellow bluebeadlily,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,21,VIED,Viburnum edule (Michx.) Raf.,mooseberry viburnum,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,22,TRBO2,Trientalis borealis Raf.,American starflower,Primulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,23,VIOP,Viburnum opulus L.,European cranberrybush viburnum,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,24,LYDE,Lycopodium dendroideum Michx.,tree groundpine,Lycopodiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,25,POPA5,Polygala paucifolia Willd.,gaywings,Polygalaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,28,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,29,LODI2,Lonicera dioica L.,limber honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,30,LOCA7,Lonicera canadensis Bartr. ex Marsh.,American fly honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,31,RILA,Ribes lacustre (Pers.) Poir.,prickly currant,Grossulariaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,32,RUID,Rubus idaeus L.,American red raspberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,33,DILO,Diervilla lonicera P. Mill.,northern bush honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,34,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,4,S1,FALSE,01,0.5,,,3/1/1998,cr
ISRO.022,35,POTR5,Populus tremuloides Michx.,quaking aspen,Salicaceae,,TRUE,SY,FALSE,4,S1,FALSE,,0,,,3/1/1998,cr
ISRO.022,36,POCO,Poa compressa L.,Canada bluegrass,Poaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,37,CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanulaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,38,ORAS,Oryzopsis asperifolia Michx.,roughleaf ricegrass,Poaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,39,GOOB2,Goodyera oblongifolia Raf.,western rattlesnake plantain,Orchidaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,40,RUPA,Rubus parviflorus Nutt.,thimbleberry,Rosaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,3/1/1998,cr
ISRO.022,41,LYCO3,Lycopodium complanatum L.,groundcedar,Lycopodiaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,42,LIPH,Lilium philadelphicum L.,wood lily,Liliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,43,ORSE,Orthilia secunda (L.) House,sidebells wintergreen,Pyrolaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,44,CRCR10,Cryptogramma crispa (L.) R. Br. ex Hook.,crisp rockbrake,Pteridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,45,HIPI2,Hieracium piloselloides Vill.,tall hawkweed,Asteraceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,46,WOIL,Woodsia ilvensis (L.) R. Br.,rusty woodsia,Dryopteridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.022,47,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,TRUE,4,S1,FALSE,03,15,,,3/1/1998,cr
ISRO.022,48,USNEA2,Usnea Dill. ex Adans.,beard lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,3/1/1998,cr
ISRO.022,49,PLSC70,Pleurozium schreberi (Brid.) Mitt.,Schreber's big red stem moss,Hylocomiaceae,,TRUE,SY,TRUE,8,N,TRUE,04,37.5,,,3/1/1998,cr
ISRO.022,50,CLADI3,Cladina (Nyl.) Nyl.,reindeer lichen,Cladoniaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,3/1/1998,cr
ISRO.023,1,THOC2,Thuja occidentalis L.,eastern arborvitae,Cupressaceae,,TRUE,SY,TRUE,2,T2,FALSE,03,15,"12,26,20,35,15,16,15,11,10",,3/1/1998,cr
ISRO.023,2,ALIN2,Alnus incana (L.) Moench,mountain alder,Betulaceae,,TRUE,SY,TRUE,4,S1,FALSE,03,15,,,3/1/1998,cr
ISRO.023,3,IRVE2,Iris versicolor L.,harlequin blueflag,Iridaceae,,TRUE,SY,TRUE,7,H,FALSE,03,15,,,3/1/1998,cr
ISRO.023,4,SYFO,Symplocarpus foetidus (L.) Salisb. ex Nutt.,skunk cabbage,Araceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,5,CABU6,Carex buxbaumii Wahlenb.,Buxbaum's sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,6,SPNU,Sparganium nutans L.,burreed,Sparganiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,7,UTGI,Utricularia gibba L.,humped bladderwort,Lentibulariaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,9,LYTH2,Lysimachia thyrsiflora L.,tufted loosestrife,Primulaceae,"??""L. palustris""",TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,10,LEGR,Ledum groenlandicum Oeder,bog Labradortea,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,12,PLATA2,Platanthera L.C. Rich.,bog orchid,Orchidaceae,? P. psychodes?,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,13,COTR2,Coptis trifolia (L.) Salisb.,threeleaf goldthread,Ranunculaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,14,CAOL3,Carex oligosperma Michx.,fewseed sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,15,UTIN2,Utricularia intermedia Hayne,flatleaf bladderwort,Lentibulariaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,16,COPA28,Comarum palustre L.,purple marshlocks,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,17,METR3,Menyanthes trifoliata L.,common buckbean,Menyanthaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,18,CIBU,Cicuta bulbifera L.,bulblet bearing water hemlock,Apiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,19,CACA4,Calamagrostis canadensis (Michx.) Beauv.,bluejoint,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,20,TRBO2,Trientalis borealis Raf.,American starflower,Primulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,21,GLST,Glyceria striata (Lam.) A.S. Hitchc.,fowl mannagrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,22,POTAM,Potamogeton L.,pondweed,Potamogetonaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,23,THPA,Thelypteris palustris Schott,eastern marsh fern,Thelypteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,24,EQUIS,Equisetum L.,horsetail,Equisetaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,25,DRRO,Drosera rotundifolia L.,roundleaf sundew,Droseraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,26,SCAT2,Scirpus atrovirens Willd.,green bulrush,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,29,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,30,CAPA,Calla palustris L.,water arum,Araceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.023,31,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.023,32,LIBO3,Linnaea borealis L.,twinflower,Caprifoliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.023,33,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,FALSE,4,S1,FALSE,,0,,,3/1/1998,cr
ISRO.023,34,SODE3,Sorbus decora (Sarg.) Schneid.,northern mountainash,Rosaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,3/1/1998,cr
ISRO.023,35,USNEA2,Usnea Dill. ex Adans.,beard lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,02,2.5,,,3/1/1998,cr
ISRO.023,36,MOSS,mosses,,,,FALSE,NS,TRUE,8,N,FALSE,02,2.5,,,3/1/1998,cr
ISRO.024,1,LALA,Larix laricina (Du Roi) K. Koch,tamarack,Pinaceae,,TRUE,SY,TRUE,2,T2,FALSE,02,2.5,,10,3/1/1998,cr
ISRO.024,2,MYGA,Myrica gale L.,sweetgale,Myricaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/1/1998,cr
ISRO.024,3,ANPOG,Andromeda polifolia var. glaucophylla (Link) DC.,bog rosemary,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/1/1998,cr
ISRO.024,5,CHCA2,Chamaedaphne calyculata (L.) Moench,leatherleaf,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,03,15,,,3/1/1998,cr
ISRO.024,6,DRRO,Drosera rotundifolia L.,roundleaf sundew,Droseraceae,,TRUE,SY,TRUE,7,H,FALSE,04,37.5,,,3/1/1998,cr
ISRO.024,7,SAPU4,Sarracenia purpurea L.,purple pitcherplant,Sarraceniaceae,,TRUE,SY,TRUE,7,H,FALSE,03,15,,,3/1/1998,cr
ISRO.024,8,CATU5,Calopogon tuberosus (L.) B.S.P.,tuberous grasspink,Orchidaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.024,9,METR3,Menyanthes trifoliata L.,common buckbean,Menyanthaceae,,TRUE,SY,TRUE,7,H,FALSE,03,15,,,3/1/1998,cr
ISRO.024,10,UTRIC,Utricularia L.,bladderwort,Lentibulariaceae,,TRUE,SY,TRUE,7,H,FALSE,05,62.5,,,3/1/1998,cr
ISRO.024,11,ERIOP,Eriophorum L.,cottongrass,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,04,37.5,,,3/1/1998,cr
ISRO.024,12,POOP,Pogonia ophioglossoides (L.) Ker-Gawl.,snakemouth orchid,Orchidaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,13,CALA11,Carex lasiocarpa Ehrh.,woollyfruit sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,05,62.5,,,3/1/1998,cr
ISRO.024,14,VAOX,Vaccinium oxycoccos L.,small cranberry,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,15,RUPU,Rubus pubescens Raf.,dwarf red blackberry,Rosaceae,"?""dwarf north""",TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,16,COPA28,Comarum palustre L.,purple marshlocks,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,18,XYRIS,Xyris L.,xyris,Xyridaceae,? sterile: X.torta (or Triglochin?),TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/1/1998,cr
ISRO.024,19,DRIN3,Drosera intermedia Hayne,spoonleaf sundew,Droseraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,20,ALIN2,Alnus incana (L.) Moench,mountain alder,Betulaceae,,TRUE,SY,TRUE,4,S1,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,21,COAM2,Cornus amomum P. Mill.,silky dogwood,Cornaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/1/1998,cr
ISRO.024,23,SPHAG2,Sphagnum L.,sphagnum,Sphagnaceae,,TRUE,SY,TRUE,8,N,FALSE,06,87.5,,,3/1/1998,cr
ISRO.024,24,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,FALSE,4,S1,FALSE,,0,,,3/1/1998,cr
ISRO.024,25,IRVE2,Iris versicolor L.,harlequin blueflag,Iridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,26,SALIX,Salix L.,willow,Salicaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,3/1/1998,cr
ISRO.024,27,UTGI,Utricularia gibba L.,humped bladderwort,Lentibulariaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,28,CAST8,Carex stricta Lam.,uptight sedge,Cyperaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,29,EQUIS,Equisetum L.,horsetail,Equisetaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,30,ERVI9,Eriophorum viridicarinatum (Engelm.) Fern.,thinleaf cottonsedge,Cyperaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,31,PLLA2,Platanthera lacera (Michx.) G. Don,green fringed orchid,Orchidaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,32,OSRE,Osmunda regalis L.,royal fern,Osmundaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,33,LICO6,Listera cordata (L.) R. Br. ex Ait. f.,heartleaf twayblade,Orchidaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,34,TRMA4,Triglochin maritimum L.,seaside arrowgrass,Juncaginaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,3/1/1998,cr
ISRO.024,35,THOC2,Thuja occidentalis L.,eastern arborvitae,Cupressaceae,,TRUE,SY,FALSE,4,S1,FALSE,,0,,,3/1/1998,cr
ISRO.025,2,POTR5,Populus tremuloides Michx.,quaking aspen,Salicaceae,,TRUE,SY,TRUE,2,T2,TRUE,04,37.5,20,"24,25,35,11,23,14,25",3/2/1998,cr
ISRO.025,3,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,,30,3/2/1998,cr
ISRO.025,4,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,04,37.5,,14,3/2/1998,cr
ISRO.025,5,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,06,87.5,,,3/2/1998,cr
ISRO.025,6,PTAQ,Pteridium aquilinum (L.) Kuhn,western brackenfern,Dennstaedtiaceae,,TRUE,SY,TRUE,7,H,FALSE,03,15,,,3/2/1998,cr
ISRO.025,7,ORAS,Oryzopsis asperifolia Michx.,roughleaf ricegrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,8,LIBO3,Linnaea borealis L.,twinflower,Caprifoliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,9,POPA5,Polygala paucifolia Willd.,gaywings,Polygalaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,10,RUPA,Rubus parviflorus Nutt.,thimbleberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,12,CHUM,Chimaphila umbellata (L.) W. Bart.,pipsissewa,Pyrolaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,13,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,14,MELI2,Melampyrum lineare Desr.,narrowleaf cowwheat,Scrophulariaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,15,DILO,Diervilla lonicera P. Mill.,northern bush honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,16,POCO,Poa compressa L.,Canada bluegrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,17,FRVI,Fragaria virginiana Duchesne,Virginia strawberry,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,18,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,19,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,20,LOCA7,Lonicera canadensis Bartr. ex Marsh.,American fly honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/2/1998,cr
ISRO.025,21,CYVI,Cynoglossum virginianum L.,wild comfrey,Boraginaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,22,BEPA,Betula papyrifera Marsh.,paper birch,Betulaceae,,TRUE,SY,TRUE,2,T2,FALSE,02,2.5,"26,20,24,25",,3/2/1998,cr
ISRO.025,23,CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,24,CLVU,Clinopodium vulgare L.,wild basil,Lamiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,26,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,27,HICA10,Hieracium caespitosum Dumort.,meadow hawkweed,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,28,CLBO3,Clintonia borealis (Ait.) Raf.,yellow bluebeadlily,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,29,PLHO3,Platanthera hookeri (Torr. ex Gray) Lindl.,Hooker's orchid,Orchidaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,30,LYCL,Lycopodium clavatum L.,running clubmoss,Lycopodiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,31,STLAR,Streptopus lanceolatus var. roseus (Michx.) Reveal,,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,32,GOOB2,Goodyera oblongifolia Raf.,western rattlesnake plantain,Orchidaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,33,SODE3,Sorbus decora (Sarg.) Schneid.,northern mountainash,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,34,CYAR5,Cypripedium arietinum Ait. f.,ramhead lady's slipper,Orchidaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
ISRO.025,35,GELI2,Geocaulon lividum (Richards.) Fern.,false toadflax,Santalaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,3/2/1998,cr
