Time, Ecoregion, NumSites,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM
10, eco3,43338,895.0390419,13.93017675,81.47263372,737.6658821,2413.560247,0.648414786,1833.168328,664.3603766,132.5615857,17.56940791,3591.238774,0.032073469,9.23E-05,0.007222299, ,38789202,603706,3530861,31968964,104598874,28101,79445849,28792050,5744954,761423,155637106,1390,4,313,,,,,,,,,,,,,,,
20, eco3,43338,891.7488578,8.584937007,83.60888827,616.1020352,2664.363238,0.648414786,1655.834902,446.6559601,52.5111911,17.64356915,3915.742512,0.029419909,0.013636993,0.003645761, ,38646612,372054,3623442,26700630,115468174,28101,71760573,19357176,2275730,764637,169700449,1275,591,158,,,,,,,,,,,,,,,
30, eco3,43338,767.9553971,4.227375513,71.0463104,473.717915,2897.237436,0.648414786,1410.023074,247.946698,14.36995247,17.78148507,4151.302367,0.000784531,0.000161521,9.23E-05, ,33281651,183206,3079005,20529987,125560476,28101,61107580,10745514,622765,770614,179909142,34,7,4,,,,,,,,,,,,,,,
40, eco3,43338,610.3487009,2.995154368,60.40456412,328.890281,3117.383636,0.66096728,1154.632863,146.7696017,5.680142139,18.05157137,4253.467557,0.000230744,4.61E-05,0, ,26451292,129804,2617813,14253447,135101172,28645,50039479,6360701,246166,782319,184336777,10,2,0,,,,,,,,,,,,,,,
50, eco3,43338,489.6323781,3.544695187,68.89415755,284.9501131,3391.74602,0.673242882,722.105704,75.64142323,5.024943468,19.39771102,4205.414232,9.23E-05,0,0.003761133, ,21219688,153620,2985735,12349168,146991489,29177,31294617,3278148,217771,840658,182254242,4,0,163,,,,,,,,,,,,,,,
60, eco3,43338,397.6381697,3.211777193,73.32708016,215.8813051,3590.005446,0.656929254,311.4821173,56.13618533,2.592459274,22.15769071,3935.822327,0,0,0.003553463, ,17232843,139192,3177849,9355864,155583656,28470,13499012,2432830,112352,960270,170570668,0,0,154,,,,,,,,,,,,,,,
70, eco3,43338,269.981102,3.35400803,75.99487747,121.7596105,3531.762887,0.654944852,158.4658037,36.7904841,1.92955374,26.86815266,3335.935415,0,0,0, ,11700441,145356,3293466,5276818,153059540,28384,6867591,1594426,83623,1164412,144572769,0,0,0,,,,,,,,,,,,,,,
80, eco3,43338,216.9430523,2.862130232,78.57826849,69.67615026,3403.890535,0.657598412,123.9493747,25.26018736,1.179842171,33.60448106,2874.701417,0,0,0, ,9401878,124039,3405425,3019625,147517808,28499,5371718,1094726,51132,1456351,124583810,0,0,0,,,,,,,,,,,,,,,
90, eco3,43338,163.8696064,2.915293738,78.7289215,35.36683742,3155.144377,0.59322073,99.78900734,11.41326319,1.030412109,37.30762841,2424.187734,0,0,0, ,7101781,126343,3411954,1532728,136737647,25709,4324656,494628,44656,1616838,105059448,0,0,0,,,,,,,,,,,,,,,
100, eco3,43338,134.9219392,2.745350501,76.02711246,22.4752642,2910.84314,0.622156075,110.9017029,6.458396788,0.685656929,42.80995893,2010.613272,0,0,0, ,5847247,118978,3294863,974033,126150120,26963,4806258,279894,29715,1855298,87135958,0,0,0,,,,,,,,,,,,,,,
110, eco3,43338,50.52298214,2.065485255,51.98987032,14.43696064,2607.37376,0.547441045,105.9370529,1.806336241,0.495431261,41.02962758,1747.387581,0,0,0, ,2189565,89514,2253137,625669,112998364,23725,4591100,78283,21471,1778142,75728283,0,0,0,,,,,,,,,,,,,,,
120, eco3,43338,11.37191379,1.736282247,35.00249204,9.837394434,2350.998339,0.484932392,105.0435184,0.760279662,0.32936453,40.17372744,1570.221192,0,0,0, ,492836,75247,1516938,426333,101887566,21016,4552376,32949,14274,1741049,68050246,0,0,0,,,,,,,,,,,,,,,
130, eco3,43338,1.512967834,1.079283769,21.31457382,6.008168351,2220.334972,0.439821865,120.3055748,0.41868568,0.17125848,40.36983709,1452.77447,0,0,0, ,65569,46774,923731,260382,96224877,19061,5213803,18145,7422,1749548,62960340,0,0,0,,,,,,,,,,,,,,,
